review,sentiment
"""Namun event ini tidak bisa dipisahkan dari prinsip kemanusiaan sebagaimana diamanatkan oleh konstitusi dan Bung Karno,""",negative
Presiden Jokowi mengingatkan Ganjar dan I Wayan Koster untuk tidak mencampuradukkan olahraga dan politik.,positive
Seperti apa yang Dikatakan Bambang Pacul dr Komisi III DPR saat Menanggapi Permintaan Menkopolhukan Prof. Mahfud MD untk Dipercepatnya Pengesahan RUU Perampasan Harta...,negative
Penolakan terbuka Gubernur Jateng dan Bali Ganjar,negative
Andreas Hugo Pareira mengaku heran mengapa surat internal Gubernur Bali I Wayan Koster kepada pemerintah bisa bocor dan menjadi konsumsi publik ,negative
Penolakan Ganjar Pranowo,negative
Kita takut dengan hal2 trauma....buat saya tidak masuk akal....atau i wayan koster kebanyakan halu buat apa TAKUT  ada POLRI,negative
I Wayan Koster  : Mari kita doakan Timnas Israel di Coret FIFA  ngakak,negative
Terima kasih I wayan Koster,positive
Timnas Indonesia korban dari politik busuk Ganjar pranowo,negative
status tuan rumah Piala Dunia U-20 2023 Indonesia dicopot,negative
Gibran Rakabuming Raka meminta maaf kepada Ganjar Pranowo dan I Wayan Koster terkait sentilannya soal penolakan Israel di Piala Dunia U-20. Apa respons Ganjar? ,positive
Gubernur Bali I Wayan Koster harus bertanggungjawab atas Anggaran Negara yg digunakan untk merenovasi stadion I Wayan Dipta yg disiapkan untk Piala Dunia U-20. KPK harus segera memeriksa Gubernur Bali atas penggunaan anggaran negara yg digunakan. Sebab ada dugaan Korupsi.,positive
Benar juga pendapat ini...dan memang faktanya demikian,positive
salam hormat untuk Pak I Wayan Koster.,positive
Surat bernomor T.00.426/11470/SEKRET ttg Penolakan Tim Israel Bertanding itu ditandatangani Wayan Koster,positive
Kalau gitu karena GANJAR sama I WAYAN KOSTER?,positive
Gubernur Bali I Wayan Koster mengajak masyarakat mendoakan Timnas Israel agar dicoret FIFA dari Piala Dunia U20 2023.  Menurut Wayan Koster,negative
Jgn cuma baca tragedi Kanjuruhan saja mba efek ditolaknya Israel oleh bbrp kepala daerah terutama penolakan oleh Gub Bali I Wayan Koster tempat nantinya Tim Israel bermukim dan main disana FIFA tidak mau kecolongan spt tragedi Kanjuruhan terulang.,negative
Ajak wakilnya dong I Wayan Koster,negative
Diego Michiels Tuntut Ganjar Pranowo dan I Wayan Koster Tanggungjawab Jika Indonesia Dibekukan FIFA ,positive
hrs tanggung jawab tuhh PDIP,positive
Bukan hanya dia,positive
Salah satu andil batalnya Piala Dunia U20 di Indonesia adlh andil nya PDIP,negative
Sinyal PDIP dan Jokowi Retak,negative
I Wayan Koster KARTU MATI  Israel hadir di WBG Bali. Apa bacot: Ganjar Pranowo PKS NasDem Demokrat PDIP MUI Rocky Gerung Mahfud MD Hidayat Nur Wahid MPR RI DPR RI  CNN Indonesia tvOneNews detikNews DPR RI PSSI Erick Thohir Gerindra,negative
I wayan koster sakit jiwaaaa,negative
Salah satu yang menjadi sorotan adalah Gubernur Bali I Wayan Koster. Koster sempat bersurat ke Menteri Pemuda dan Olahraga menolak timnas Israel berlaga dalam Piala Dunia U20.,positive
Buat masyarakat bola mari kita ingat penolakan piala dunia U20 oleh PDIP  dan kadernya Ganjar Pranowo juga    I Wayan Koster,negative
Buntut Piala Dunia U-20 Batal,negative
Apa Agama I Wayan Koster?,positive
Mungkin bisa diingat namanya Ganjar Pranowo Gub. Jateng dari PDIP dan I Wayan Koster Gub. Bali dari PDIP. Yang Komen soal Pildun U20 ,negative
Tulang Lunak ini kurang ajar sekali,negative
Bukan lucu tapi menjijikan,negative
Kok gk salam sama Ganjar dan i wayan koster bungul ae...??? Trus gimana kehebatan lobi idolamu tak sehebat ekspektasimukan,negative
Ada yang koster tp bukan roller koster,negative
bermain main dengan federasi sepakbola dunia bernama FIFA anda dan I wayan koster yg bertanggung jawab atas hal ini dan tangisan anak muda se Indonesia,negative
"liga 2 di korbankan, uang rakyat di hambur""kan, kenyataan gagal jadi tuan rumah Piala Dunia U-20, Agama politik, olahraga di Indonesia semua di campur adukan demi kepentingan pribadi.  ",negative
Tuh ....ada lagi Israel Bagaimana? Boikot World Beach Game?,negative
PDI Perjuangan +  I Wayan Koster . Kl sj tidak ada penolakan dr mrk ini .... bakal lain lg ceritanya,negative
hahaha....kalimat kambing hitam utk nolong Ganjar hahahahaha.... semua org tahu,negative
Ganjar Pranowo dan I Wayan Koster diminta bertanggung jawab moral,positive
Jaga mulut KAU itu I Wayan Koster,negative
I Wayan Koster sih soalnya bikin gagal Drawing yg akan digelar di Bali,negative
Terlambat.. semua sudah terjadi... anda #iwayankoster sudah terlanjur jadi penghancur mimpi anak u20 dan pendukung bola indonesia..,negative
Tolong Pak untuk posisi Menpora pas sekali buat Ganjar Pranowo atau I Wayan Koster,positive
"""Pernyataan I Wayan Koster yg tipis2 halus (dengan sebut Trauma), bagi FIFA adalah pesan Final kalo Bali aja tak aman maka seluruh Indonesia juga tidak aman. Maka di hari yg sama FIFA sudah 99% nyatakan Indonesia dicoret,""",negative
Ternyata Banyak Juga Politikus Kita yg Ortodok. ,negative
PDIP Bela Ganjar dan Koster yang Diserang Netizen karena Israel: Ujian Pemimpin: Sekretaris Jenderal (Sekjen) PDIP Hasto Kristiyanto merespons soal Gubernur Jawa Tengah Ganjar Pranowo dan Gubernur Bali I Wayan Koster yang mendapat serangan dari netizen,positive
"Dan andaikata kalo emang kejadian pasti tunjuk tangan dulu ke hidung Ganjar Pranowo sama I Wayan Koster sambil bilang ""Gimana seeh jadi gubernur nggak becus buat jaga keamanan""",negative
mau cuci tangan ka?? Udah terlanjur pak nasi udah jadi bubur... #RIPTIMNASU20,negative
Catat ygy orang-orang PDIP inii,negative
Lah kurang apa dukungan pak ganjar dan pak i wayan koster serta pdip...kepada jokowi dan rezim...tapi mereka semua menolak...knp luh sibuk utak atik pak anies...,negative
Sempat Singgung Ganjar Pranowo dan I Wayan Koster,positive
Memperjuangkan kemerdekaan negara lain dan mengorbankan mimpi anak bangsa. Begitulah satu poin visi misi Ganjar Pranowo dan I Wayan Koster.,positive
Untuk apa? Untuk menjelaskan kepada masyarakat di dunia bahwa bangsa Indonesia menolak aktivitas penjajahan dalam bentuk apa pun. ,positive
Dalam prinsip kemanusiaan,positive
Yang menolak timnas Israel berlaga di Indonesia dua dua kepala daerah dengan jabatan gubernur Bali I Wayan Koster dan gubernur jawa tengah Ganjar Pranowo kedua duanya Kadernya PDIP,negative
Kok kesannya cuma GP doang yg habis-habisan dirujak netizen?? Harusnya I Wayan Koster lebih dirujak karena dia selaku shohibul bayt terang-terangan nolak Israel.,positive
Sentil Ganjar dan I Wayan Koster,negative
Pak i wayan koster lagi minta doa bang supaya israel dicoret dr pildun (juga) biar adil...lu mau ikutan ga bang,positive
Masalah sepak bola U 20. Saya sbg WNI  sangat kecewa dng.pernyataan Ganjar Pranowo dan I Wayan Koster sebagai kepala daerah yg asal BACOT ! Sok pahlawan ! ! Dgn tidak memikirkan konsekwensinya.,negative
Para pengkhianat olahraga sepak bola di NKRI ini berupaya berusaha maksimal mengabaikan dan cuci tangan,positive
Jgn kita samakan i Wayan Koster dgn Ganjar Pranowo! I Wayan Koster hanya butuh suara di Bali untuk jdi pejabat. GP tlah membatasi dirinya sendiri. Malah Anis Baswedan nanti punya peluang.,positive
Orang No 1 Di Pemerintahan dengan Jabatan Gubernur Bali I Wayan Koster dari PDIP dan Orang No 1 Di Pemerintahan Jabagan Gubernur Jawa Tengah Ganjar Pranowo yang juga dari PDIP Sama - sama Menolak Timnas U-20 Israel bertanding di Indonesia.,positive
Stefano Lilipaly ke Ganjar Pranowo dan I Wayan Koster : Tambah Lucu!,positive
Selamat buat bapak Ganjar dan bapak i Wayan Koster yang menghargai UUD 45 dan hasil komprensi Asia Afrika,positive
saya mendoakan Pak I Wayan Koster supaya secepatnya ke surga udah eneq liatnya,negative
Sindir Ganjar Pranowo dan I Wayan Koster,positive
Indikasi I WAYAN KOSTER pengecut !!!!,negative
Artinya Gubernur Bali I WAYAN KOSTER tidak percaya POLRI dan TNI akan mampu memberikan PENGAMANAN. Alangkah bodohnya,negative
PDIP memuji Gubernur Jawa Tengah Ganjar Pranowo dan Gubernur Bali I Wayan Koster karena berani menolak Timnas Israel. ,positive
i wayan koster bajingan. semoga kau mati dalam keadaan hina. semoga kau dan keturunanmu dihinakan tuhan. bangsatttt!,negative
I wayan koster Ganjar pranowo PKS PDI Semua ini  dibalik kegagalan generasi muda emas kita yg terbang ternyata sayapnya di patahkan oknum partai ini,positive
terimakasih kepada I Wayan Koster sebagai satu2nya penandatangan government guarantee yang berani melakukan pelanggaran atas apa yang telah Ia janjikan dalam kontrak.  Dengan demikian Indonesia kalah atas Israel dengan gol tunggal merupakan gol bunuh diri I Wayan Koster menit 90.,positive
Indonesia tanpa sepakbola (mungkin) lebih indah,positive
Pelajaran buat pak ganjar pranowo dan pak I Wayan Koster.. Kalo bicara di depan publik lebih hati - hati. Niatnya memang ingin tim Israel dicoret seperti Rusia,positive
Inilah yg Dinamakan Provokator Profesional.... Penghasut...  Gubernur Bali,negative
krn sgt berharap bny thd beliau beda thd i wayan koster krn dia tdk diharapkan bny org utk jd next presiden,negative
Bapak I WAYAN KOSTER,positive
Ayo ditolak rame rame,negative
PDIP,positive
Koster ini namanya pernah keseret kasus di KPK kan? jaman SBY?  (jd saksi klo gk salah),negative
Pecat i wayan koster sebagai gubernur Bali. ,negative
Makin bikin geram,positive
IWayankoster gubernur goblok,negative
andaikan gak ada PDIP,positive
Pemain Timnas U20 Titip Pesan ke Ganjar Pranowo dan I Wayan Koster: Semoga Makin Terkenal ,positive
I Wayan Koster sodaranya Roller Koster (bikin Gonjang Ganjing),negative
Ya balik lagi kenapa Ganjar dan I Wayan Koster tandatangan perjanjian dan kemudian malah menolak,positive
Lucu sekali,positive
Piala Dunia U-20 akhinya batal digelar di Indonesia. Ganjar Pranowo dan I Wayan Koster menjadi salah dua orang yang menolak Timnas Israel. Keduanya diketahui adalah kader PDIP. Apakah penolakan PDIP terhadap Timnas Israel ini untuk merebut suara umat islam,negative
rajin rajin tambah wawasan pak ganjar pranowo i wayan koster supaya ngerti olahraga. iyaa tau uud 1945 yang saya baca tiap upacara hari senin bener. tapi ini bola bukan perang. terimakasih,positive
emang lu aja yang cinta nkri?semua rakyat indonesia wajib cinta nkri!!!!coba tanyakan itu ke ganjar sama i wayan koster!dubes Palestina jg tidak mempermasalahkan israel bertanding,negative
hancur sudah suara kalian,negative
Gini Nih Orang bodoh Di Kasih Jabatan,negative
Berharap harum mewangi di Piala dunia U20,negative
Puas kalian semua??? PDI_Perjuangan ganjar pranowo I wayan koster PKSejahtera,negative
10 Penolak Israel di Piala Dunia U-20,positive
Paling seru klo di skenario akhir yg telah direncanakan,positive
FIFA lebih dulu membatalkan drawing Piala Dunia U-20 di Bali setelah maraknya penolakan atas kedatangan Timnas Israel ke Indonesia,positive
Anies (eks gubernur Jakarta),positive
6 gubernur sudah tandatangani siap untuk jadi tuan rumah di jauh hari...nah Jateng dan Bali menyatakan menolak padahal udah tandatangan kontrak ...parahnya I Wayan Koster  buat surat penolakan secara resmi....,negative
Kalian semua perusak Generasi muda Indonesia. PKS,negative
I Wayan Koster: Kehadiran Timnas Israel Berpotensi Bahayakan Keamanan!  ,negative
I Wayan Koster gubernur Bali,positive
Wakilnya I Wayan Koster,positive
Sebuah Utas :  Apakah ada standar ganda atau dipukul rata?   FIFA sudah mencoret Indonesia sebagai tuan rumah Piala Dunia U-20 2023. Penolakan kehadiran Timnas Israel yang dilempar Gubernur Bali I Wayan Koster,positive
Perkara ganjar pranowo dan I Wayan Koster nich,negative
Padahal menjadi tuan rumah menjadi jalan ninja Indonesia untuk bisa berlaga diajang sekelas Piala Dunia ,positive
coba pa ganjar pranowo sama pa I wayan koster  hitung-hitung kerugian yg akan ada pada wilayah yg anda pimpin sekarang setelah Anda berdua membuat pernyatan Politik-politikan beberapa waktu yg lalu. Ekonomi,positive
mamat terlihat sangat palsu kayak ucapan semangat ganjar pranowo dan I Wayan Koster setelah bikin kacau mimpi timnas U20 Indonesia dan masyarakat Indonesia,negative
Terimakasih kepada #GanjarPranowo  #iwayankoster #pdiperjuangan,positive
Itu I Wayan Koster,positive
"Gubernur Bali, I Wayan Koster soal penolakan pihaknya atas kehadiran timnas Israel di Piala Dunia U20.   ""Duh! bukan sikap saya, sikap pemerintah juga, jangan tanya itu, ini urusan komisi II, cukup. jangan tanya saya, yang itu jangan tanya saya."" ",negative
Sejak kapan I Wayan Koster dan Ganjar Pranowo jadi simpatisan Hamas,negative
Hi I Wayan Koster    HILIH KNTL,negative
Lah knafa PKS aja yg Lo cecer? Pdhl ada PDI_Perjuangan,negative
Yang menjadi sasaran luapan kemarahan adalah dua figur utama yang melakukan penolakan terhadap keikutsertaan tim Israel yang ditengarai menjadi biang pembatalan,positive
Kenapa bli? Kenapa pak Gub?! Mengubur mimpi karena alasan nasionalis anda sendiri,negative
Pemain Timnas U-20 ke KompasTV,positive
Masih blom bs nerima idolanya ternyata kek gitu ya tante?,negative
Partai anda pasti senang karena rencana menghancurkan sepak bola Indonesia sukses lewat kaki tangan ganjar pranowo  dan I wayan koster,positive
Ini Komentar Gubernur I Wayan Koster Terhadap Piala Dunia U-20 di Indonesia yang Dibatalkan,positive
GUBERNUR BALI I WAYAN KOSTER DAN GUBENUR JAWA TENGAH GANJAR PRAMONO SAMA SAMA DARI PARTAI PDIP,positive
Om Swastiastu Gubernur Bali,positive
Kader PDIP,positive
saya harap Masyarakat Bola Indonesia bisa berempati kepada kepada Sepakbola kita dan kepada adik kita Pemain Timnas U-20 yg telah dihancurkan mimpinya diduga oleh Ganjar Pranowo,positive
"Tanya  : Adakah hubungan ""I wayan  Koster"" yang tolak Israel dengan ""Indonesia batal sebagai Tuan Rumah""?  (Brigade Demokrat) : Tidak ada!! Piala dunia u-20 batal karena Kanjuruhan",positive
KENAPA ANDA TIDAK MENYAYANGKAN KADER ANDA YANG BERNAMA I WAYAN KOSTER DAN GANJAR PRANOWO KETIKA MEMBUAT STATMEN,negative
I Wayan Koster ANJING!!! gak lama lagi ada event internasional tuh di Bali cuman lupa namanya apa,negative
Profil Gubernur Bali I Wayan Koster,positive
Ganjar dong. Eh,positive
Gara-gara dua orang pentolan PDIP Ganjar Pranowo dan i Wayan Koster Tuan rumah world cup U 20 Indonesia dibatalkan..,negative
Wakil na i wayan koster,positive
Kini anak muda suporter sepak bola Indonesia yang jadi korban kader PDIP Ganjar Pranowo dan i Wayan Koster Sebelumnya..Emak dah tidak butuh suaranya umat muslim,negative
Pemain Terbaik Piala Dunia U-20 : I Wayan Koster Top Skor Piala Dunia U-20: Ganjar Pranowo  Siiiiiiiiuuuuuuu Nyesekkk Bangettt,negative
Buat politisi yang memainkan isya agama..dan ulama yang bermain politik dan memperjual belikan agama ...puas kalian?.,positive
Manusia GOBLOG!!!!  Gubernur Bali I Wayan Koster didesak minta maaf oleh Komunitas Peduli Timnas Indonesia buntut Piala Dunia U-20 dibatalkan di RI. ,negative
Mengorbankan cita-cita anak bangsa demi membela kemerdekaan bangsa laing....,negative
Dalam hal ini FIFA yg tidak komit dan membaca akun receh yg memang merongrong kedaulatan nagri ini.  Ini yg harus pak jokowi tertibkan. Terkain i wayan koster khawatir juga tidak bisa di salahkan sepenuhnya. Apa yg di katakan pasti juga bukan tanpa perhitungan. JIKALAU...,positive
2 Gubernur yang melaukan Penolakan keras Timnas Israel bermain di wilayahnya:   I Wayan Koster (Bali)  Ganjar Pranowo (Jawa Tengah),positive
Geram,negative
Instagram Gubernur Bali I Wayan Koster Dibanjiri Hujatan Warganet,negative
I wayan koster gimana,positive
jd selama gubernur bali masih i wayan koster,positive
Nyindir Apa Gimana Nih ! gibran Malah Minta Maaf Ke Ganjar,positive
Saya mendukung penuh sikap dari politisi PDIP I Wayan Koster,positive
Sedang nunggu juga berita I wayan koster kecewa dan sedih karena pildun batal belum muncul,positive
I Wayan Koster hrs dicopot !,negative
"Tak usahlah d'cari kambing hitam soal Indonesia gagal jadi Tuan Rumah Piala Dunia U-20. Yg jelas, GANJAR_PRANOWO dan I_WAYAN_KOSTER tdk mungkin ""bergerak sendiri"". Faktanya mereka tdk d'tegur Megawati atau Jokowi sbg sesama ELIT PDIP (!)",negative
"Ganjar Pranowo dan I Wayan Koster sbg Politisi senior PDIP ""tdk bersalah"".  Tp Timnas Indonesia U-20 yg blm beruntung utk mengecap Atmosfer Piala Dunia U-20 Thn 2023. Merdeka Potaaaaaaak ..",positive
Akibat kelakuan kalian liat akibatnya,negative
Ganjar Pranowo dan I Wayan Koster itu Kadrun juga ya ? Atau jgn-jgn kamu yg pe'ak,negative
Kalo diliat lebih detail,positive
Apakah I wayan Koster dan para pejuang kemanusiaan palestina sudah bersuara untuk menolak event ini,positive
Gubernur bali I wayan koster menolak tim israel krn trauma Bom. Ah masa si?,positive
Terimakasih Pak Ganjar dan Pak I Wayan Koster,positive
Terima Lapang Dada Keputusan FIFA,positive
I Wayan Koster Tolak Piala Dunia U-20 di Bali karena Trauma Bom ,positive
Awas GanjarPranowo PDIPerjuangan iwayankoster jangan buang body ya Nih..... Sumbernya: Waketum PSSI Zainudin Amali menegaskan kalau pembatalan Indonesia selaku tuan rumah Piala Dunia U-20 bukan karena Tragedi Kanjuruhan Ini katanya!,positive
Padahal simpang-siur isu bilang polemik penolakan Timnas Israel yang disuarakan Gubernur Bali,positive
apa pertanggungjawaban anda atas tindakan keputusan anda menolak israel..? kerugian negara menanti anda..,negative
Terimakasi buat ganjar pranowo dan gub bali I wayan koster atas partisipasinya dalam sepakbola indonesia,positive
Salah satu media lokal Times of Israel turut mewartakan perihal batalnya Indonesia menjadi tuan rumah Piala Dunia U-20. ,negative
Sedih Dengar Kabar Piala Dunia U-20 Batal,positive
Kalaupun PSSI berjuang sekuat tenaga,positive
Puas kalian wahai,negative
jangan lupa 2024 pilih Ganjar - I Wayan Koster  (GAWAT),negative
Tolong di karangan bunga dicantumkan: akibat gol bunuh diri I Wayan Koster di menit 90.,negative
KOI terus berkomunikasi dengan berbagai pihak termasuk dengan Gubernur Bali I Wayan Koster.  ,positive
